id,date,set,song,time,location
23890,6/13/2010,2,Wading in the Velvet Sea,352,231
23891,6/13/2010,2,You Enjoy Myself,1277,231
23892,6/13/2010,E,Bold As Love,346,231
23893,6/15/2010,1,Tube,308,372
23894,6/15/2010,1,Kill Devil Falls,495,372
23895,6/15/2010,1,Slave to the Traffic Light,629,372
23896,6/15/2010,1,Lawn Boy,184,372
23897,6/15/2010,1,Poor Heart,152,372
23898,6/15/2010,1,AC/DC Bag,505,372
23899,6/15/2010,1,The Moma Dance,452,372
23900,6/15/2010,1,"My Friend, My Friend",356,372
23901,6/15/2010,1,Cold Water,313,372
23902,6/15/2010,1,Bathtub Gin,789,372
23903,6/15/2010,1,Stealing Time From the Faulty Plan,393,372
23904,6/15/2010,2,Wilson,324,372
23905,6/15/2010,2,Seven Below,501,372
23906,6/15/2010,2,Fourty Six Days,582,372
23907,6/15/2010,2,Idea,485,372
23908,6/15/2010,2,Also Sprach Zarathustra,344,372
23909,6/15/2010,2,Simple,551,372
23910,6/15/2010,2,Joy,317,372
23911,6/15/2010,2,Taste,528,372
23912,6/15/2010,2,Theme From the Bottom,492,372
23913,6/15/2010,2,A Day in the Life,396,372
23914,6/15/2010,E,Heavy Things,363,372
23915,6/15/2010,E,First Tube,536,372
23916,6/17/2010,1,Punch You In the Eye,481,546
23917,6/17/2010,1,Ocelot,601,546
23918,6/17/2010,1,Dinner and a Movie,243,546
23919,6/17/2010,1,Stash,807,546
23920,6/17/2010,1,Esther,554,546
23921,6/17/2010,1,Walk Away,410,546
23922,6/17/2010,1,Divided Sky,932,546
23923,6/17/2010,1,When the Circus Comes,304,546
23924,6/17/2010,1,Sugar Shack,322,546
23925,6/17/2010,1,Alaska,615,546
23926,6/17/2010,1,Golgi Apparatus,283,546
23927,6/17/2010,2,Party Time,291,546
23928,6/17/2010,2,Down with Disease,1007,546
23929,6/17/2010,2,Sand,834,546
23930,6/17/2010,2,The Horse,49,546
23931,6/17/2010,2,Silent in the Morning,312,546
23932,6/17/2010,2,Guyute,640,546
23933,6/17/2010,2,Farmhouse,455,546
23934,6/17/2010,2,Mike's Song,456,546
23935,6/17/2010,2,I Am Hydrogen,176,546
23936,6/17/2010,2,Weekapaug Groove,456,546
23937,6/17/2010,E,Shine a Light,397,546
23938,6/18/2010,1,Fee,301,546
23939,6/18/2010,1,Rift,364,546
23940,6/18/2010,1,Wolfman's Brother,674,546
23941,6/18/2010,1,Foam,516,546
23942,6/18/2010,1,Possum,534,546
23943,6/18/2010,1,The Moma Dance,445,546
23944,6/18/2010,1,Julius,498,546
23945,6/18/2010,1,Reba,792,546
23946,6/18/2010,1,Cavern,283,546
23947,6/18/2010,2,Halley's Comet,345,546
23948,6/18/2010,2,Light,595,546
23949,6/18/2010,2,Billy Breathes,350,546
23950,6/18/2010,2,Tweezer,977,546
23951,6/18/2010,2,Theme From the Bottom,593,546
23952,6/18/2010,2,Harry Hood,896,546
23953,6/18/2010,2,Wading in the Velvet Sea,391,546
23954,6/18/2010,2,Stealing Time From the Faulty Plan,370,546
23955,6/18/2010,E,Sleeping Monkey,378,546
23956,6/18/2010,E,Tweezer Reprise,182,546
23957,6/18/2010,E,Tweezer Reprise,252,546
23958,6/18/2010,1,Summer of ' 89,582,546
23959,6/19/2010,1,Tweezer Reprise,170,460
23960,6/19/2010,1,Chalk Dust Torture,424,460
23961,6/19/2010,1,Funky Bitch,378,460
23962,6/19/2010,1,Runaway Jim,515,460
23963,6/19/2010,1,Ya Mar,469,460
23964,6/19/2010,1,Sample in a Jar,408,460
23965,6/19/2010,1,Axilla,200,460
23966,6/19/2010,1,Fluffhead,908,460
23967,6/19/2010,1,Bathtub Gin,704,460
23968,6/19/2010,1,Suzy Greenberg,405,460
23969,6/19/2010,2,Rock and Roll,872,460
23970,6/19/2010,2,Free,457,460
23971,6/19/2010,2,Backwards Down the Number Line,539,460
23972,6/19/2010,2,Halfway to the Moon,417,460
23973,6/19/2010,2,Prince Caspian,466,460
23974,6/19/2010,2,Joy,367,460
23975,6/19/2010,2,David Bowie,782,460
23976,6/19/2010,2,Show of Life,627,460
23977,6/19/2010,E,The Squirming Coil,520,460
23978,6/19/2010,E,Character Zero,355,460
23979,6/19/2010,E,Tweezer Reprise,233,460
23980,6/20/2010,1,Brother,342,460
23981,6/20/2010,1,AC/DC Bag,389,460
23982,6/20/2010,1,Back on the Train,548,460
23983,6/20/2010,1,Undermind,450,460
23984,6/20/2010,1,Cities,415,460
23985,6/20/2010,1,Gotta Jibboo,610,460
23986,6/20/2010,1,Roggae,579,460
23987,6/20/2010,1,Sleep Again,388,460
23988,6/20/2010,1,Lawn Boy,183,460
23989,6/20/2010,1,Run Like an Antelope,665,460
23990,6/20/2010,2,Carini,493,460
23991,6/20/2010,2,The Mango Song,452,460
23992,6/20/2010,2,Wilson,270,460
23993,6/20/2010,2,Drowned,792,460
23994,6/20/2010,2,Makisupa Policeman,426,460
23995,6/20/2010,2,Piper,602,460
23996,6/20/2010,2,Also Sprach Zarathustra,358,460
23997,6/20/2010,2,You Enjoy Myself,995,460
23998,6/20/2010,2,Swept Away > Steep,313,460
23999,6/20/2010,E,Frankenstein,359,460
24000,6/22/2010,1,Lit O Bit,287,123
24001,6/22/2010,1,Camel Walk,325,123
24002,6/22/2010,1,Possum,567,123
24003,6/22/2010,1,Divided Sky,979,123
24004,6/22/2010,1,Dirt,308,123
24005,6/22/2010,1,Sample in a Jar,326,123
24006,6/22/2010,1,Kill Devil Falls,732,123
24007,6/22/2010,1,Dr. Gabel,430,123
24008,6/22/2010,1,Run Like an Antelope,734,123
24009,6/22/2010,2,Mike's Song,488,123
24010,6/22/2010,2,I Am Hydrogen,186,123
24011,6/22/2010,2,Weekapaug Groove,513,123
24012,6/22/2010,2,Sneakin' Sally Through the Alley,591,123
24013,6/22/2010,2,Light,579,123
24014,6/22/2010,2,Fourty Six Days,444,123
24015,6/22/2010,2,Limb By Limb,470,123
24016,6/22/2010,2,Golgi Apparatus,273,123
24017,6/22/2010,2,Slave to the Traffic Light,632,123
24018,6/22/2010,2,Loving Cup,487,123
24019,6/22/2010,E,First Tube,520,123
24020,6/24/2010,1,David Bowie,701,512
24021,6/24/2010,1,Stealing Time From the Faulty Plan,364,512
24022,6/24/2010,1,Water in the Sky,239,512
24023,6/24/2010,1,Ocelot,592,512
24024,6/24/2010,1,Uncle Pen,272,512
24025,6/24/2010,1,Boogie On Reggae Woman,351,512
24026,6/24/2010,1,Gumbo,356,512
24027,6/24/2010,1,Timber (Jerry),445,512
24028,6/24/2010,1,I Didn't Know,328,512
24029,6/24/2010,1,Birds of a Feather,401,512
24030,6/24/2010,1,Bouncing Around the Room,218,512
24031,6/24/2010,1,Reba,730,512
24032,6/24/2010,1,The Rover,480,512
24033,6/24/2010,2,Down with Disease,593,512
24034,6/24/2010,2,Crosseyed and Painless,534,512
24035,6/24/2010,2,Nothing,420,512
24036,6/24/2010,2,Twenty Years Later,574,512
24037,6/24/2010,2,Harry Hood,779,512
24038,6/24/2010,2,Fluffhead,887,512
24039,6/24/2010,2,Julius,534,512
24040,6/24/2010,2,You Enjoy Myself,1121,512
24041,6/24/2010,E,Bug,434,512
24042,6/25/2010,2,Also Sprach Zarathustra > Billie Jean > Also Sprach Zarathustra,795,512
24043,6/25/2010,1,Alumni Blues,243,512
24044,6/25/2010,1,Letter to Jimmy Page,59,512
24045,6/25/2010,1,Alumni Blues,41,512
24046,6/25/2010,1,Big Black Furry Creature from Mars,231,512
24047,6/25/2010,1,Runaway Jim,515,512
24048,6/25/2010,1,Army of One,306,512
24049,6/25/2010,1,Free Man in Paris,255,512
24050,6/25/2010,1,Split Open and Melt,629,512
24051,6/25/2010,1,The Sloth,229,512
24052,6/25/2010,1,Time Turns Elastic,1048,512
24053,6/25/2010,1,Golgi Apparatus,289,512
24054,6/25/2010,2,Chalk Dust Torture,994,512
24055,6/25/2010,2,Prince Caspian,351,512
24056,6/25/2010,2,Heavy Things,352,512
24057,6/25/2010,2,Alaska,539,512
24058,6/25/2010,2,Light,637,512
24059,6/25/2010,2,Possum,520,512
24060,6/25/2010,2,Character Zero,419,512
24061,6/25/2010,E,Shine a Light,359,512
24062,6/25/2010,1,Summer of ' 89,607,512
24063,6/26/2010,1,Crowd Control,331,329
24064,6/26/2010,1,Kill Devil Falls,519,329
24065,6/26/2010,1,AC/DC Bag,443,329
24066,6/26/2010,1,Sugar Shack,421,329
24067,6/26/2010,1,Tube,253,329
24068,6/26/2010,1,In the Aeroplane Over the Sea,375,329
24069,6/26/2010,1,Stash,700,329
24070,6/26/2010,1,Backwards Down the Number Line,443,329
24071,6/26/2010,1,NICU,302,329
24072,6/26/2010,1,Fourty Six Days,436,329
24073,6/26/2010,1,Suzy Greenberg,387,329
24074,6/26/2010,2,Rock and Roll,1026,329
24075,6/26/2010,2,Free,485,329
24076,6/26/2010,2,Fast Enough for You,451,329
24077,6/26/2010,2,Sparkle,233,329
24078,6/26/2010,2,Tweezer,920,329
24079,6/26/2010,2,The Horse,71,329
24080,6/26/2010,2,Silent in the Morning,289,329
24081,6/26/2010,2,Wolfman's Brother,599,329
24082,6/26/2010,2,Slave to the Traffic Light,609,329
24083,6/26/2010,2,Tweezer Reprise,197,329
24084,6/26/2010,E,Show of Life,371,329
24085,6/26/2010,E,Good Times Bad Times,388,329
24086,6/27/2010,1,Walfredo,424,329
24087,6/27/2010,1,Mellow Mood,373,329
24088,6/27/2010,1,Stealing Time From the Faulty Plan,360,329
24089,6/27/2010,1,Divided Sky,923,329
24090,6/27/2010,1,Tela,406,329
24091,6/27/2010,1,My Soul,375,329
24092,6/27/2010,1,Ginseng Sullivan,199,329
24093,6/27/2010,1,Sample in a Jar,314,329
24094,6/27/2010,1,Bathtub Gin,718,329
24095,6/27/2010,1,Brian and Robert,209,329
24096,6/27/2010,1,Run Like an Antelope,619,329
24097,6/27/2010,2,Wilson,275,329
24098,6/27/2010,2,Meatstick,616,329
24099,6/27/2010,2,Saw It Again,472,329
24100,6/27/2010,2,Piper,1004,329
24101,6/27/2010,2,Ghost,542,329
24102,6/27/2010,2,Jumpin' Jack Flash > Saw It Again,385,329
24103,6/27/2010,2,Contact,384,329
24104,6/27/2010,2,You Enjoy Myself,1158,329
24105,6/27/2010,E,Fire,277,329
24106,6/29/2010,1,The Connection,356,118
24107,6/29/2010,1,Down with Disease,585,118
24108,6/29/2010,1,Sample in a Jar,409,118
24109,6/29/2010,1,Ocelot,616,118
24110,6/29/2010,1,Reba,814,118
24111,6/29/2010,1,Horn,229,118
24112,6/29/2010,1,Funky Bitch,366,118
24113,6/29/2010,1,Undermind,553,118
24114,6/29/2010,1,The Ballad of Curtis Loew,361,118
24115,6/29/2010,1,David Bowie,755,118
24116,6/29/2010,2,Possum,549,118
24117,6/29/2010,2,Mike's Song,570,118
24118,6/29/2010,2,Simple,595,118
24119,6/29/2010,2,I Am the Walrus,432,118
24120,6/29/2010,2,Weekapaug Groove,556,118
24121,6/29/2010,2,Limb By Limb,487,118
24122,6/29/2010,2,Joy,348,118
24123,6/29/2010,2,Harry Hood,727,118
24124,6/29/2010,2,Golgi Apparatus,304,118
24125,6/29/2010,E,First Tube,582,118
24126,7/1/2010,1,Llama,269,616
24127,7/1/2010,1,Roses Are Free,315,616
24128,7/1/2010,1,Kill Devil Falls,570,616
24129,7/1/2010,1,Time Loves a Hero,351,616
24130,7/1/2010,1,Alaska,575,616
24131,7/1/2010,1,Water in the Sky,208,616
24132,7/1/2010,1,Runaway Jim,466,616
24133,7/1/2010,1,The Moma Dance,477,616
24134,7/1/2010,1,Divided Sky,970,616
24135,7/1/2010,1,Cavern,278,616
24136,7/1/2010,2,Backwards Down the Number Line,541,616
24137,7/1/2010,2,Halley's Comet,353,616
24138,7/1/2010,2,Light,827,616
24139,7/1/2010,2,Fluffhead,899,616
24140,7/1/2010,2,Have Mercy,253,616
24141,7/1/2010,2,Light Up Or Leave Me Alone,472,616
24142,7/1/2010,2,Free,420,616
24143,7/1/2010,2,Wading in the Velvet Sea,396,616
24144,7/1/2010,2,The Squirming Coil,471,616
24145,7/1/2010,2,Suzy Greenberg,358,616
24146,7/1/2010,E,Boogie On Reggae Woman,601,616
24147,7/2/2010,1,Buried Alive,206,651
24148,7/2/2010,1,AC/DC Bag,405,651
24149,7/2/2010,1,Vultures,382,651
24150,7/2/2010,1,Wolfman's Brother,532,651
24151,7/2/2010,1,Back on the Train,605,651
24152,7/2/2010,1,The Wedge,426,651
24153,7/2/2010,1,Mexican Cousin,267,651
24154,7/2/2010,1,Stash,715,651
24155,7/2/2010,1,Sparkle,238,651
24156,7/2/2010,1,Chalk Dust Torture,466,651
24157,7/2/2010,2,Drowned,801,651
24158,7/2/2010,2,Fourty Six Days,435,651
24159,7/2/2010,2,Twenty Years Later,471,651
24160,7/2/2010,2,The Lizards,634,651
24161,7/2/2010,2,Carini,307,651
24162,7/2/2010,2,Fuck Your Face,239,651
24163,7/2/2010,2,Also Sprach Zarathustra,415,651
24164,7/2/2010,2,You Enjoy Myself,1111,651
24165,7/2/2010,E,A Day in the Life,306,651
24166,7/3/2010,1,Character Zero,393,652
24167,7/3/2010,1,Destiny Unbound,409,652
24168,7/3/2010,1,Rift,409,652
24169,7/3/2010,1,McGrupp and the Watchful Hosemasters,567,652
24170,7/3/2010,1,Bathtub Gin,750,652
24171,7/3/2010,1,Mountains in the Mist,497,652
24172,7/3/2010,1,NICU,297,652
24173,7/3/2010,1,Gumbo,290,652
24174,7/3/2010,1,My Sweet One,181,652
24175,7/3/2010,1,Stealing Time From the Faulty Plan,464,652
24176,7/3/2010,1,Strange Design,180,652
24177,7/3/2010,1,Sanity,344,652
24178,7/3/2010,1,Run Like an Antelope,699,652
24179,7/3/2010,2,Rock and Roll,573,652
24180,7/3/2010,2,Prince Caspian,533,652
24181,7/3/2010,2,Tweezer,791,652
24182,7/3/2010,2,Slave to the Traffic Light,636,652
24183,7/3/2010,2,Bouncing Around the Room,219,652
24184,7/3/2010,2,Possum,560,652
24185,7/3/2010,2,Backwards Down the Number Line,518,652
24186,7/3/2010,2,Harry Hood,758,652
24187,7/3/2010,2,Loving Cup,394,652
24188,7/3/2010,E,Sleeping Monkey,297,652
24189,7/3/2010,E,Tweezer Reprise,236,652
24190,7/4/2010,2,Down with Disease,688,652
24191,7/4/2010,2,Piper,495,652
24192,7/4/2010,2,Ghost,657,652
24193,7/4/2010,2,Waste,332,652
24194,7/4/2010,2,Julius,440,652
24195,7/4/2010,2,Mike's Song,381,652
24196,7/4/2010,2,Tela,401,652
24197,7/4/2010,2,Harpua,469,652
24198,7/4/2010,2,Killing in the Name,288,652
24199,7/4/2010,2,Harpua,450,652
24200,7/4/2010,2,Weekapaug Groove,421,652
24201,7/4/2010,E,First Tube,479,652
24202,8/5/2010,1,Possum,520,676
24203,8/5/2010,1,Wolfman's Brother,660,676
24204,8/5/2010,1,Divided Sky,867,676
24205,8/5/2010,1,Funky Bitch,371,676
24206,8/5/2010,1,Kill Devil Falls,638,676
24207,8/5/2010,1,Halley's Comet,336,676
24208,8/5/2010,1,Sample in a Jar,325,676
24209,8/5/2010,1,NICU,337,676
24210,8/5/2010,1,Bouncing Around the Room,216,676
24211,8/5/2010,1,Run Like an Antelope,656,676
24212,8/5/2010,2,Down with Disease,940,676
24213,8/5/2010,2,Free,494,676
24214,8/5/2010,2,Alaska,522,676
24215,8/5/2010,2,Back on the Train,548,676
24216,8/5/2010,2,Maze,573,676
24217,8/5/2010,2,Joy,388,676
24218,8/5/2010,2,Tweezer,747,676
24219,8/5/2010,2,Fluffhead,883,676
24220,8/5/2010,E,Loving Cup,389,676
24221,8/5/2010,E,Tweezer Reprise,251,676
24222,8/6/2010,1,Chalk Dust Torture,497,676
24223,8/6/2010,1,Guyute,659,676
24224,8/6/2010,1,Ocelot,574,676
24225,8/6/2010,1,It's Ice,478,676
24226,8/6/2010,1,Cities,664,676
24227,8/6/2010,1,The Moma Dance,445,676
24228,8/6/2010,1,Bathtub Gin,667,676
24229,8/6/2010,1,Stealing Time From the Faulty Plan,394,676
24230,8/6/2010,2,Rock and Roll,912,676
24231,8/6/2010,2,Ghost,640,676
24232,8/6/2010,2,Mike's Song,487,676
24233,8/6/2010,2,Simple,945,676
24234,8/6/2010,2,Backwards Down the Number Line,546,676
24235,8/6/2010,2,Show of Life,368,676
24236,8/6/2010,2,Seven Below,201,676
24237,8/6/2010,2,Weekapaug Groove,383,676
24238,8/6/2010,2,You Enjoy Myself,1137,676
24239,8/6/2010,E,Good Times Bad Times,384,676
24240,8/7/2010,1,AC/DC Bag,416,676
24241,8/7/2010,1,Foam,549,676
24242,8/7/2010,1,Gotta Jibboo,714,676
24243,8/7/2010,1,Reba,739,676
24244,8/7/2010,1,Sleep Again,364,676
24245,8/7/2010,1,Army of One,288,676
24246,8/7/2010,1,Poor Heart,128,676
24247,8/7/2010,1,Fourty Six Days,468,676
24248,8/7/2010,1,Tube,256,676
24249,8/7/2010,1,Character Zero,445,676
24250,8/7/2010,2,Wilson,296,676
24251,8/7/2010,2,Light,1035,676
24252,8/7/2010,2,Twenty Years Later,445,676
24253,8/7/2010,2,Harry Hood,905,676
24254,8/7/2010,2,Theme From the Bottom,539,676
24255,8/7/2010,2,Also Sprach Zarathustra,509,676
24256,8/7/2010,2,Suzy Greenberg,638,676
24257,8/7/2010,2,Slave to the Traffic Light,697,676
24258,8/7/2010,E,The Lizards,613,676
24259,8/7/2010,E,First Tube,501,676
24260,8/9/2010,1,Down with Disease,476,519
24261,8/9/2010,1,Camel Walk,323,519
24262,8/9/2010,1,Ocelot,552,519
24263,8/9/2010,1,Light Up Or Leave Me Alone,402,519
24264,8/9/2010,1,Stash,604,519
24265,8/9/2010,1,Cavern,260,519
24266,8/9/2010,1,The Wedge,327,519
24267,8/9/2010,1,Possum,552,519
24268,8/9/2010,1,Julius,484,519
24269,8/9/2010,2,Sand,799,519
24270,8/9/2010,2,Backwards Down the Number Line,423,519
24271,8/9/2010,2,Prince Caspian,503,519
24272,8/9/2010,2,Tweezer,374,519
24273,8/9/2010,2,Boogie On Reggae Woman,509,519
24274,8/9/2010,2,Piper,804,519
24275,8/9/2010,2,Mountains in the Mist,384,519
24276,8/9/2010,2,David Bowie,616,519
24277,8/9/2010,2,A Day in the Life,302,519
24278,8/9/2010,E,Quinn the Eskimo,279,519
24279,8/9/2010,E,Tweezer Reprise,221,519
24280,8/9/2010,1,Summer of ' 89,580,519
24281,8/10/2010,1,The Squirming Coil,499,519
24282,8/10/2010,1,Stealing Time From the Faulty Plan,288,519
24283,8/10/2010,1,Ya Mar,391,519
24284,8/10/2010,1,Timber (Jerry),391,519
24285,8/10/2010,1,Let Me Lie,336,519
24286,8/10/2010,1,Divided Sky,828,519
24287,8/10/2010,1,Walk Away,343,519
24288,8/10/2010,1,Roses Are Free,299,519
24289,8/10/2010,1,Limb By Limb,507,519
24290,8/10/2010,1,Bouncing Around the Room,219,519
24291,8/10/2010,1,Run Like an Antelope,641,519
24292,8/10/2010,2,Party Time,290,519
24293,8/10/2010,2,Mike's Song,433,519
24294,8/10/2010,2,Crosseyed and Painless,557,519
24295,8/10/2010,2,I Am Hydrogen,197,519
24296,8/10/2010,2,Weekapaug Groove,366,519
24297,8/10/2010,2,Destiny Unbound,341,519
24298,8/10/2010,2,Carini,515,519
24299,8/10/2010,2,Free,426,519
24300,8/10/2010,2,Heavy Things,331,519
24301,8/10/2010,2,You Enjoy Myself,1199,519
24302,8/10/2010,E,Shine a Light,315,519
24303,8/12/2010,1,Runaway Jim,433,654
24304,8/12/2010,1,Punch You In the Eye,469,654
24305,8/12/2010,1,Roggae,563,654
24306,8/12/2010,1,Cars Trucks Buses,385,654
24307,8/12/2010,1,Sample in a Jar,320,654
24308,8/12/2010,1,NICU,304,654
24309,8/12/2010,1,Horn,257,654
24310,8/12/2010,1,Sugar Shack,334,654
24311,8/12/2010,1,Wolfman's Brother,516,654
24312,8/12/2010,1,Time Turns Elastic,1040,654
24313,8/12/2010,2,Drowned,865,654
24314,8/12/2010,2,Gotta Jibboo,576,654
24315,8/12/2010,2,Bathtub Gin,622,654
24316,8/12/2010,2,"My Friend, My Friend",364,654
24317,8/12/2010,2,Buffalo Bill,127,654
24318,8/12/2010,2,Twist,553,654
24319,8/12/2010,2,The Horse,70,654
24320,8/12/2010,2,Silent in the Morning,311,654
24321,8/12/2010,2,Split Open and Melt,719,654
24322,8/12/2010,2,Dog Faced Boy,129,654
24323,8/12/2010,2,Harry Hood,690,654
24324,8/12/2010,2,Golgi Apparatus,301,654
24325,8/12/2010,E,Fee,343,654
24326,8/12/2010,E,NO2,89,654
24327,8/12/2010,E,Kung,124,654
24328,8/12/2010,E,Fire,287,654
24329,8/13/2010,1,Chalk Dust Torture,426,654
24330,8/13/2010,1,Guelah Papyrus,356,654
24331,8/13/2010,1,My Sweet One,203,654
24332,8/13/2010,1,Axilla,210,654
24333,8/13/2010,1,I Didn't Know,264,654
24334,8/13/2010,1,Walls of the Cave,615,654
24335,8/13/2010,1,Stash,600,654
24336,8/13/2010,1,Train Song,154,654
24337,8/13/2010,1,Backwards Down the Number Line,445,654
24338,8/13/2010,1,Ocelot,536,654
24339,8/13/2010,1,The Ballad of Curtis Loew,298,654
24340,8/13/2010,1,Wilson,267,654
24341,8/13/2010,1,Possum,616,654
24342,8/13/2010,2,Halley's Comet,376,654
24343,8/13/2010,2,Light,760,654
24344,8/13/2010,2,Fourty Six Days,463,654
24345,8/13/2010,2,Maze,661,654
24346,8/13/2010,2,Meatstick,360,654
24347,8/13/2010,2,The Mango Song,472,654
24348,8/13/2010,2,Fluffhead,852,654
24349,8/13/2010,2,Julius,515,654
24350,8/13/2010,E,Contact,406,654
24351,8/13/2010,E,Slave to the Traffic Light,670,654
24352,8/14/2010,1,Tube,200,18
24353,8/14/2010,1,The Oh Kee Pa Ceremony,107,18
24354,8/14/2010,1,Suzy Greenberg,360,18
24355,8/14/2010,1,Funky Bitch,359,18
24356,8/14/2010,1,Reba,739,18
24357,8/14/2010,1,Fuck Your Face,221,18
24358,8/14/2010,1,Alaska,563,18
24359,8/14/2010,1,Back on the Train,555,18
24360,8/14/2010,1,Taste,548,18
24361,8/14/2010,1,When the Circus Comes,273,18
24362,8/14/2010,1,Lawn Boy,173,18
24363,8/14/2010,1,Sparkle,220,18
24364,8/14/2010,1,Gumbo,274,18
24365,8/14/2010,1,Run Like an Antelope,639,18
24366,8/14/2010,2,The Sloth,239,18
24367,8/14/2010,2,Down with Disease,1048,18
24368,8/14/2010,2,What's the Use?,368,18
24369,8/14/2010,2,Scent of a Mule,534,18
24370,8/14/2010,2,Mike's Song,448,18
24371,8/14/2010,2,Dirt,261,18
24372,8/14/2010,2,Sneakin' Sally Through the Alley,522,18
24373,8/14/2010,2,Weekapaug Groove,432,18
24374,8/14/2010,2,Bug,542,18
24375,8/14/2010,E,Quinn the Eskimo,352,18
24376,8/15/2010,1,Tweezer,625,18
24377,8/15/2010,1,AC/DC Bag,426,18
24378,8/15/2010,1,On Your Way Down,441,18
24379,8/15/2010,1,Divided Sky,983,18
24380,8/15/2010,1,Stealing Time From the Faulty Plan,346,18
24381,8/15/2010,1,Water in the Sky,187,18
24382,8/15/2010,1,The Moma Dance,423,18
24383,8/15/2010,1,Farmhouse,394,18
24384,8/15/2010,1,David Bowie,754,18
24385,8/15/2010,2,Ghost,733,18
24386,8/15/2010,2,Theme From the Bottom,558,18
24387,8/15/2010,2,Big Black Furry Creature from Mars,223,18
24388,8/15/2010,2,You Enjoy Myself,1117,18
24389,8/15/2010,2,Piper,717,18
24390,8/15/2010,2,Also Sprach Zarathustra,416,18
24391,8/15/2010,2,While My Guitar Gently Weeps,394,18
24392,8/15/2010,2,Character Zero,552,18
24393,8/15/2010,E,Oh! Sweet Nuthin',426,18
24394,8/15/2010,E,Cavern,255,18
24395,8/15/2010,E,Joy,310,18
24396,8/15/2010,E,Tweezer Reprise,224,18
24397,8/17/2010,1,Fluffhead,907,367
24398,8/17/2010,1,Kill Devil Falls,470,367
24399,8/17/2010,1,Cities,416,367
24400,8/17/2010,1,Funky Bitch,352,367
24401,8/17/2010,1,Wilson,358,367
24402,8/17/2010,1,Reba,736,367
